0.0000;0.04840;0.05986;0.06365;0.04545;0.06861;0.04491;0.08890;-0.30640;0.0006
0.0250;0.04871;0.05986;0.06412;0.04554;0.06854;0.04523;0.08883;-0.30640;0.0006
0.0500;0.05235;0.06040;0.06435;0.04554;0.06861;0.04546;0.08867;-0.30640;0.0006
0.0750;0.04964;0.05909;0.06420;0.04484;0.06877;0.04492;0.08968;-0.30640;0.0006
0.1000;0.05158;0.06273;0.06591;0.04662;0.06993;0.04600;0.09015;-0.30640;0.0006
0.1250;0.05266;0.06002;0.06583;0.04546;0.07008;0.04499;0.08937;-0.30640;0.0006
0.1500;0.05716;0.06281;0.06754;0.04787;0.07079;0.04694;0.09124;-0.30640;0.0006
0.1750;0.05244;0.06103;0.06514;0.04531;0.06924;0.04531;0.08822;-0.30640;0.0006
0.2000;0.05151;0.06181;0.06507;0.04524;0.06902;0.04485;0.08854;-0.30640;0.0006
0.2250;0.05647;0.06058;0.06585;0.04532;0.06980;0.04532;0.08862;-0.30640;0.0006
0.2500;0.05423;0.06135;0.06592;0.04470;0.06964;0.04501;0.08885;-0.30640;0.0006
0.2750;0.05322;0.06011;0.06577;0.04539;0.06980;0.04516;0.08847;-0.30640;0.0006
0.3000;0.05353;0.06128;0.06577;0.04571;0.06965;0.04524;0.08886;-0.30609;0.0006
0.3250;0.05028;0.06004;0.06384;0.04455;0.06910;0.04431;0.08778;-0.30609;0.0006
0.3500;0.05454;0.06276;0.06686;0.04672;0.07066;0.04641;0.08910;-0.30609;0.0006
0.3750;0.08848;0.08096;0.08228;0.05485;0.07918;0.05447;0.10049;-0.30609;0.0006
0.4000;0.06307;0.06857;0.06911;0.04904;0.07260;0.04835;0.09344;-0.30609;0.0006
0.4250;0.05711;0.06400;0.06718;0.04680;0.07136;0.04695;0.09019;-0.30609;-0.0534
0.4500;0.05517;0.06346;0.06602;0.04626;0.07051;0.04610;0.08942;-0.30609;-0.0085
0.4750;0.05308;0.06098;0.06447;0.04502;0.06919;0.04494;0.08818;-0.30609;0.0000
0.5000;0.05346;0.06005;0.06408;0.04533;0.06904;0.04486;0.08825;-0.30609;-0.0372
0.5250;0.05377;0.05974;0.06415;0.04424;0.06888;0.04463;0.08817;-0.30609;-0.0101
0.5500;0.05253;0.05989;0.06478;0.04479;0.06912;0.04486;0.08833;-0.30609;-0.0067
0.5750;0.05168;0.05943;0.06354;0.04463;0.06881;0.04463;0.08818;-0.30609;0.0137
0.6000;0.05547;0.06237;0.06679;0.04641;0.07043;0.04587;0.09034;-0.30609;1.7883
0.6250;0.05540;0.06136;0.06632;0.04625;0.07012;0.04571;0.08925;-0.30609;1.7661
0.6500;0.05602;0.06283;0.06624;0.04633;0.07019;0.04563;0.08879;-0.30609;1.7749
0.6750;0.05144;0.05943;0.06477;0.04478;0.06911;0.04509;0.08840;-0.30609;1.9034
0.7000;0.05571;0.06190;0.06648;0.04587;0.07043;0.04540;0.08925;-0.30609;1.8970
