[NaCl] ; Mw90 
0.000340 ; 106234.492188 
0.000391 ; 115768.992188 
0.000442 ; 125328.125000 
0.000501 ; 139436.875000 
0.000578 ; 149110.984375 
0.000637 ; 157643.593750 
0.000697 ; 171325.296875 
0.000765 ; 189269.187500 
0.000850 ; 193342.500000 
0.000926 ; 203846.062500 
0.001020 ; 212501.828125 
0.001113 ; 229879.078125 
0.001207 ; 243174.812500 
0.001309 ; 250114.218750 
0.001402 ; 265257.750000 
0.001487 ; 279005.156250 
0.001572 ; 286897.187500 
0.001682 ; 302845.468750 
0.001793 ; 314424.843750 
0.001903 ; 325092.656250 
0.002014 ; 336097.156250 
0.002116 ; 346346.156250 
0.002201 ; 360216.718750 
0.002303 ; 365562.906250 
0.002405 ; 375614.781250 
0.002507 ; 387859.375000 
0.002617 ; 396679.375000 
0.002736 ; 409047.156250 
0.002847 ; 414015.593750 
0.002949 ; 427434.531250 
0.003042 ; 433289.875000 
0.003136 ; 441600.781250 
0.003246 ; 454921.125000 
0.003348 ; 462492.875000 
0.003459 ; 468282.562500 
0.003569 ; 473825.875000 
0.003679 ; 486103.250000 
0.003764 ; 486973.812500 
0.003849 ; 496450.781250 
0.003935 ; 506634.031250 
0.004036 ; 514074.437500 
0.004130 ; 518147.750000 
0.004232 ; 525021.437500 
0.004325 ; 531082.125000 
0.004402 ; 537873.687500 
0.004478 ; 540214.187500 
0.004555 ; 549584.500000 
0.004640 ; 554273.687500 
0.004716 ; 559299.625000 
0.004793 ; 564218.812500 
0.004869 ; 564900.437500 
0.004937 ; 570197.375000 
0.005005 ; 575223.250000 
0.005064 ; 575018.000000 
0.005132 ; 586170.375000 
0.005192 ; 586605.562500 
0.005260 ; 587320.062500 
0.005311 ; 591261.937500 
0.005370 ; 596977.750000 
0.005421 ; 598135.687500 
0.005472 ; 597626.500000 
0.005523 ; 602890.625000 
0.005574 ; 609953.187500 
0.005617 ; 606076.937500 
0.005660 ; 611226.125000 
0.005702 ; 615381.500000 
0.005736 ; 615044.812500 
0.005778 ; 614806.625000 
0.005821 ; 619643.750000 
0.005855 ; 628348.750000 
0.005880 ; 621286.187500 
0.005914 ; 623183.250000 
0.005940 ; 624275.500000 
0.005974 ; 627708.187500 
0.005999 ; 629227.500000 
0.006025 ; 629293.187500 
0.006042 ; 628981.062500 
0.006067 ; 629161.750000 
0.006093 ; 631075.250000 
0.006110 ; 644297.125000 
0.006135 ; 635008.937500 
0.006152 ; 635575.625000 
0.006169 ; 638367.750000 
0.006178 ; 640412.687500 
0.006195 ; 639903.500000 
0.006212 ; 641102.562500 
0.006229 ; 642326.125000 
0.006237 ; 643664.750000 
0.006246 ; 644297.125000 
0.006254 ; 644756.937500 
0.006271 ; 644371.000000 
0.006271 ; 645775.250000 
0.006288 ; 647540.937500 
0.006297 ; 646719.687500 
0.006305 ; 649010.937500 
0.006305 ; 652000.187500 
0.006314 ; 645758.875000 
0.006322 ; 647483.500000 
0.006322 ; 650793.062500 
0.006331 ; 650086.687500 
0.006339 ; 651302.187500 
0.006339 ; 653133.562500 
0.006348 ; 656007.875000 
0.006348 ; 652632.625000 
0.006348 ; 658430.437500 
0.006356 ; 653527.750000 
0.006356 ; 656393.812500 
0.006356 ; 653281.375000 
0.006365 ; 656911.187500 
0.006365 ; 659958.000000 
0.006373 ; 658249.750000 
0.006373 ; 655375.500000 
0.006373 ; 656451.312500 
0.006373 ; 660343.875000 
0.006373 ; 656213.125000 
0.006382 ; 657108.312500 
0.006382 ; 659071.000000 
0.006390 ; 659202.437500 
0.006399 ; 663727.375000 
0.006399 ; 659711.625000 
0.006407 ; 658561.875000 
0.006407 ; 661756.437500 
0.006407 ; 656402.000000 
0.006416 ; 658373.000000 
0.006433 ; 660089.375000 
0.006441 ; 664597.937500 
0.006450 ; 663086.875000 
0.006450 ; 662052.125000 
0.006458 ; 661419.750000 
0.006467 ; 661937.125000 
0.006475 ; 663908.062500 
0.006492 ; 662955.437500 
0.006501 ; 662002.812500 
0.006509 ; 664663.625000 
0.006518 ; 664417.250000 
0.006526 ; 664039.437500 
0.006526 ; 664482.937500 
0.006535 ; 664671.812500 
0.006543 ; 664852.562500 
0.006552 ; 664548.687500 
0.006552 ; 666330.750000 
0.006560 ; 664220.187500 
0.006560 ; 663719.187500 
0.006560 ; 662815.812500 
0.006560 ; 664154.500000 
0.006560 ; 663596.000000 
0.006569 ; 663899.812500 
0.006569 ; 664852.562500 
0.006569 ; 667340.875000 
0.006569 ; 667915.687500 
0.006577 ; 665057.812500 
0.006577 ; 664663.625000 
0.006577 ; 665361.687500 
0.006577 ; 663850.625000 
0.006577 ; 664088.750000 
0.006586 ; 665821.562500 
0.006594 ; 667858.187500 
0.006594 ; 664737.562500 
0.006603 ; 669640.312500 
0.006603 ; 665501.312500 
0.006611 ; 664992.125000 
0.006611 ; 664491.187500 
0.006620 ; 669065.437500 
0.006628 ; 670978.875000 
0.006637 ; 668433.062500 
0.006645 ; 668359.125000 
0.006645 ; 669385.687500 
0.006654 ; 667595.437500 
0.006662 ; 668178.500000 
0.006662 ; 668687.562500 
0.006671 ; 667529.750000 
0.006679 ; 667784.250000 
0.006679 ; 668679.437500 
0.006688 ; 666831.625000 
0.006688 ; 672186.062500 
0.006688 ; 669508.875000 
0.006679 ; 668375.625000 
0.006679 ; 668810.812500 
0.006679 ; 669122.937500 
0.006679 ; 670592.937500 
0.006671 ; 673459.000000 
0.006671 ; 669574.625000 
0.006662 ; 670913.187500 
0.006662 ; 668876.562500 
0.006654 ; 669385.687500 
0.006654 ; 668942.187500 
0.006654 ; 671225.250000 
0.006645 ; 671036.312500 
0.006645 ; 673393.312500 
0.006645 ; 671800.125000 
0.006645 ; 670215.187500 
0.006645 ; 671422.375000 
0.006645 ; 671800.125000 
0.006645 ; 671102.062500 
0.006654 ; 673385.062500 
0.006654 ; 673459.000000 
0.006654 ; 674033.875000 
0.006662 ; 670781.812500 
0.006662 ; 671545.500000 
0.006671 ; 673015.562500 
0.006671 ; 672120.375000 
0.006679 ; 672695.250000 
0.006679 ; 673959.937500 
0.006688 ; 672046.500000 
0.006696 ; 672621.375000 
0.006696 ; 672687.062500 
0.006696 ; 671545.500000 
0.006705 ; 671791.875000 
0.006705 ; 671734.437500 
0.006705 ; 672366.687500 
0.006713 ; 673196.250000 
0.006705 ; 674345.875000 
0.006705 ; 671676.875000 
0.006696 ; 672760.937500 
0.006696 ; 671290.937500 
0.006688 ; 673204.437500 
0.006688 ; 674855.062500 
0.006688 ; 675750.250000 
0.006688 ; 676571.500000 
0.006688 ; 674797.562500 
0.006679 ; 672563.812500 
0.006679 ; 672629.562500 
0.006679 ; 676325.125000 
0.006679 ; 672818.500000 
0.006679 ; 672629.562500 
0.006679 ; 672054.687500 
0.006679 ; 675742.062500 
0.006679 ; 675109.687500 
0.006688 ; 672949.812500 
0.006688 ; 672810.187500 
0.006688 ; 672760.937500 
0.006688 ; 674534.812500 
0.006696 ; 674723.687500 
0.006705 ; 675175.375000 
0.006713 ; 673516.500000 
0.006713 ; 673779.250000 
0.006722 ; 671865.812500 
0.006722 ; 672810.187500 
0.006730 ; 674222.750000 
0.006730 ; 673385.062500 
0.006739 ; 674534.812500 
0.006747 ; 674534.812500 
0.006747 ; 673500.062500 
0.006747 ; 671857.562500 
0.006747 ; 675996.625000 
0.006739 ; 670716.125000 
0.006739 ; 672177.875000 
0.006739 ; 672358.562500 
0.006730 ; 674715.500000 
0.006730 ; 673245.500000 
0.006730 ; 670379.375000 
0.006730 ; 674715.500000 
0.006730 ; 671915.125000 
0.006722 ; 674140.625000 
0.006722 ; 672358.562500 
0.006730 ; 672728.062500 
0.006730 ; 674460.937500 
0.006730 ; 675027.562500 
0.006739 ; 674896.125000 
0.006739 ; 673376.937500 
0.006739 ; 673245.500000 
0.006739 ; 671463.375000 
0.006739 ; 670001.625000 
0.006747 ; 671200.625000 
0.006747 ; 670888.500000 
0.006755 ; 670568.312500 
0.006755 ; 671652.312500 
0.006764 ; 671529.125000 
0.006764 ; 671405.937500 
0.006772 ; 672095.750000 
0.006772 ; 669935.937500 
0.006781 ; 671077.437500 
0.006789 ; 670436.875000 
0.006789 ; 674321.312500 
0.006798 ; 668909.375000 
0.006798 ; 669492.500000 
0.006806 ; 671594.812500 
0.006806 ; 670387.562500 
0.006806 ; 670445.125000 
0.006815 ; 669993.437500 
0.006815 ; 670001.625000 
0.006823 ; 669237.875000 
0.006823 ; 668605.562500 
0.006823 ; 671028.187500 
0.006823 ; 667784.250000 
0.006823 ; 668219.500000 
0.006815 ; 669812.687500 
0.006815 ; 669738.812500 
0.006806 ; 670059.125000 
0.006789 ; 1335905.375000 
0.006772 ; 951371.875000 
0.006747 ; 1037798.312500 
0.006713 ; 2047863.500000 
0.006679 ; 2048027.750000 
0.006662 ; 1399961.500000 
0.006662 ; 1056579.875000 
0.006628 ; 827801.187500 
0.010214 ; 782157.187500 
0.036990 ; 798072.687500 
0.017165 ; 752625.750000 
0.008863 ; 730411.437500 
0.006220 ; 740143.000000 
0.005328 ; 733335.000000 
0.005090 ; 739945.875000 
0.005132 ; 750901.125000 
0.005362 ; 721747.437500 
0.005464 ; 775727.000000 
0.005829 ; 731232.687500 
0.005591 ; 732760.125000 
0.005523 ; 723718.375000 
0.005515 ; 723398.125000 
0.005523 ; 724991.312500 
0.005540 ; 728998.875000 
0.005549 ; 722256.625000 
0.005540 ; 717542.687500 
0.005523 ; 710159.875000 
0.005523 ; 700674.625000 
0.005523 ; 718495.375000 
0.005549 ; 709971.000000 
0.005574 ; 709387.875000 
0.005583 ; 711490.187500 
0.005574 ; 714684.812500 
0.005566 ; 689727.562500 
0.005557 ; 683428.750000 
0.005557 ; 678846.312500 
0.005557 ; 679987.812500 
0.005566 ; 679864.625000 
0.005557 ; 675906.312500 
0.005549 ; 678337.187500 
0.005540 ; 677376.312500 
0.005532 ; 678969.500000 
0.005532 ; 675085.062500 
0.005532 ; 677318.812500 
0.005532 ; 674313.000000 
0.005532 ; 673434.375000 
0.005532 ; 677622.687500 
0.005532 ; 670814.625000 
0.005515 ; 675471.000000 
0.005515 ; 675085.062500 
0.005506 ; 676037.625000 
0.005498 ; 674198.062500 
0.005498 ; 675774.937500 
0.005498 ; 675085.062500 
0.005498 ; 673229.062500 
0.005489 ; 670748.937500 
0.005481 ; 670757.187500 
0.005481 ; 674953.687500 
0.005472 ; 674830.437500 
0.005464 ; 674066.750000 
0.005472 ; 673040.187500 
0.005464 ; 672719.875000 
0.005464 ; 672851.312500 
0.005455 ; 671192.375000 
0.005447 ; 671077.437500 
0.005438 ; 672465.375000 
0.005438 ; 673105.875000 
0.005438 ; 671512.625000 
0.005438 ; 674756.562500 
0.005438 ; 672785.562500 
0.005430 ; 677425.562500 
0.005421 ; 674124.250000 
0.005404 ; 672276.437500 
0.005396 ; 672662.375000 
0.005396 ; 671192.375000 
0.005396 ; 671003.500000 
0.005396 ; 669911.250000 
0.005404 ; 670748.937500 
0.005396 ; 669081.812500 
0.005387 ; 668063.500000 
0.005379 ; 670428.625000 
0.005370 ; 671947.937500 
0.005370 ; 669796.312500 
0.005379 ; 668704.125000 
0.005379 ; 669139.312500 
0.005387 ; 669590.937500 
0.005379 ; 670486.125000 
0.005370 ; 668449.437500 
0.005362 ; 670880.312500 
0.005353 ; 670740.687500 
0.005353 ; 671759.000000 
0.005362 ; 671315.562500 
0.005370 ; 672005.375000 
0.005370 ; 670551.812500 
0.005362 ; 672958.000000 
0.005353 ; 676152.625000 
0.005345 ; 669977.000000 
0.005337 ; 670551.812500 
0.005337 ; 666790.562500 
0.005345 ; 670675.000000 
0.005345 ; 669977.000000 
0.005337 ; 668638.375000 
0.005328 ; 670995.312500 
0.005311 ; 668769.812500 
0.005303 ; 669607.500000 
0.005303 ; 669977.000000 
0.005294 ; 669147.562500 
0.005294 ; 668958.625000 
0.005294 ; 667102.687500 
0.005294 ; 666092.562500 
0.005294 ; 665328.812500 
0.005286 ; 668704.125000 
0.005277 ; 668006.062500 
0.005277 ; 667291.562500 
0.005286 ; 668260.625000 
0.005294 ; 666733.125000 
0.005303 ; 668506.937500 
0.005303 ; 668638.375000 
0.005277 ; 668572.750000 
0.005243 ; 667365.437500 
0.005218 ; 668014.250000 
0.005218 ; 666207.562500 
0.005218 ; 667940.312500 
0.005226 ; 667242.250000 
0.005226 ; 667488.687500 
0.005218 ; 664310.500000 
0.005209 ; 666659.250000 
0.005201 ; 665517.687500 
0.005192 ; 664630.750000 
0.005192 ; 665829.750000 
0.005192 ; 665895.500000 
0.005201 ; 664425.500000 
0.005201 ; 667997.812500 
0.005192 ; 666412.812500 
0.005175 ; 665895.500000 
0.005167 ; 665772.250000 
0.005158 ; 665139.937500 
0.005158 ; 666273.187500 
0.005167 ; 663924.500000 
0.005167 ; 665263.062500 
0.005167 ; 664877.125000 
0.005158 ; 663037.562500 
0.005141 ; 668761.562500 
0.005132 ; 664885.375000 
0.005124 ; 665460.250000 
0.005124 ; 663152.562500 
0.005132 ; 665460.250000 
0.005141 ; 664376.187500 
0.005141 ; 663793.125000 
0.005132 ; 666158.250000 
0.005115 ; 664310.500000 
0.005107 ; 662536.625000 
0.005098 ; 662856.875000 
0.005107 ; 663801.375000 
0.005107 ; 665213.875000 
0.005115 ; 665016.750000 
0.005107 ; 662397.000000 
0.005098 ; 663940.937500 
0.005081 ; 662602.312500 
0.005073 ; 661263.750000 
0.005073 ; 661140.562500 
0.005081 ; 662027.500000 
0.005081 ; 661329.437500 
0.005081 ; 664827.875000 
0.005073 ; 661961.750000 
0.005064 ; 665731.250000 
0.005056 ; 661657.875000 
0.005047 ; 661526.500000 
0.005047 ; 662988.312500 
0.005056 ; 668966.875000 
0.005056 ; 672793.750000 
0.005056 ; 673434.375000 
0.005056 ; 663620.687500 
0.005047 ; 661017.375000 
0.005030 ; 658980.687500 
0.005030 ; 662224.562500 
0.005030 ; 659999.000000 
0.005056 ; 659859.437500 
0.005056 ; 662799.437500 
0.005056 ; 662093.125000 
0.005047 ; 660885.937500 
0.005030 ; 659801.875000 
0.005022 ; 663555.000000 
0.005022 ; 659415.937500 
0.005022 ; 660311.125000 
0.005030 ; 660376.750000 
0.005030 ; 658717.875000 
0.005030 ; 659161.375000 
0.005030 ; 661140.562500 
0.005014 ; 661337.625000 
0.005005 ; 658529.000000 
0.005005 ; 660885.937500 
0.005014 ; 661263.750000 
0.005014 ; 660820.312500 
0.005022 ; 659604.812500 
0.005014 ; 660113.937500 
0.005005 ; 660434.250000 
0.004997 ; 659038.187500 
0.004997 ; 658709.687500 
0.004988 ; 657116.500000 
0.004997 ; 658143.062500 
0.005005 ; 658832.875000 
0.005005 ; 657699.562500 
0.005005 ; 657954.125000 
0.004988 ; 657116.500000 
0.004980 ; 658906.750000 
0.004971 ; 655523.375000 
0.004971 ; 657814.562500 
0.004980 ; 656098.187500 
0.004988 ; 655523.375000 
0.004988 ; 657560.000000 
0.004988 ; 658266.250000 
0.004980 ; 657937.687500 
0.004971 ; 656788.062500 
0.004963 ; 657872.000000 
0.004963 ; 656024.312500 
0.004971 ; 656278.875000 
0.004980 ; 658192.375000 
0.004980 ; 656344.500000 
0.004971 ; 654817.062500 
0.004963 ; 664622.500000 
0.004954 ; 656861.875000 
0.004954 ; 656599.125000 
0.004954 ; 655712.125000 
0.004963 ; 655769.687500 
0.004963 ; 655005.937500 
0.004963 ; 656024.312500 
0.004963 ; 654496.750000 
0.004946 ; 656845.500000 
0.004937 ; 654800.625000 
0.004937 ; 654422.875000 
0.004946 ; 654036.875000 
0.004946 ; 655506.875000 
0.004946 ; 655178.375000 
0.004946 ; 655827.187500 
0.004937 ; 656270.625000 
0.004929 ; 655046.937500 
0.004920 ; 659834.750000 
0.004920 ; 657724.187500 
0.004929 ; 655433.000000 
0.004937 ; 656525.187500 
0.004937 ; 657338.187500 
0.004937 ; 655120.937500 
0.004929 ; 658750.750000 
0.004920 ; 657592.812500 
0.004912 ; 656131.000000 
0.004912 ; 655876.437500 
0.004920 ; 656829.062500 
0.004929 ; 657034.375000 
0.004929 ; 658356.562500 
0.004920 ; 659005.375000 
0.004912 ; 657100.062500 
0.004903 ; 656131.000000 
0.004903 ; 656968.687500 
0.004903 ; 656139.250000 
0.004912 ; 656336.375000 
0.004912 ; 656853.750000 
0.004920 ; 657428.562500 
0.004912 ; 656352.750000 
0.004903 ; 656673.000000 
0.004895 ; 656024.312500 
0.004895 ; 653987.625000 
0.004895 ; 655383.687500 
0.004903 ; 653987.625000 
0.004912 ; 656788.062500 
0.004903 ; 655375.500000 
0.004903 ; 654940.250000 
0.004886 ; 656853.750000 
0.004886 ; 656779.812500 
0.004878 ; 657100.062500 
0.004886 ; 655120.937500 
0.004886 ; 655695.812500 
0.004895 ; 656845.500000 
0.004895 ; 656336.375000 
0.004886 ; 655186.625000 
0.004878 ; 656525.187500 
0.004869 ; 656590.937500 
0.004869 ; 655252.312500 
0.004878 ; 658118.375000 
0.004878 ; 656336.375000 
0.004878 ; 656081.750000 
0.004878 ; 657403.875000 
0.004869 ; 655876.437500 
0.004861 ; 655244.062500 
0.004861 ; 655038.812500 
0.004861 ; 655687.562500 
0.004869 ; 655046.937500 
0.004869 ; 656131.000000 
0.004869 ; 656205.000000 
0.004869 ; 657354.687500 
0.004861 ; 655260.500000 
0.004852 ; 656788.062500 
0.004844 ; 656648.375000 
0.004844 ; 657412.125000 
0.004861 ; 655556.125000 
0.004861 ; 655498.687500 
0.004861 ; 654603.500000 
0.004861 ; 654726.687500 
0.004852 ; 655112.687500 
0.004844 ; 654981.375000 
0.004835 ; 655170.125000 
0.004844 ; 655810.750000 
0.004852 ; 654529.625000 
0.004852 ; 654340.750000 
0.004852 ; 655433.000000 
0.004844 ; 655046.937500 
0.004835 ; 654357.125000 
0.004835 ; 655120.937500 
0.004835 ; 656016.000000 
0.004835 ; 654546.062500 
0.004844 ; 653905.437500 
0.004844 ; 655810.750000 
0.004835 ; 653519.500000 
0.004835 ; 653708.375000 
0.004827 ; 653839.812500 
0.004818 ; 656319.937500 
0.004818 ; 654603.500000 
0.004827 ; 653650.937500 
0.004827 ; 655433.000000 
0.004827 ; 654472.125000 
0.004827 ; 654603.500000 
0.004827 ; 653839.812500 
